tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
68.00;1/1to2/1_1;377.30;13.61;6.00;0.00;2/1to1/1_1;5.10;0.00;tripinfo_car6;62.00;car6;0;754.32;34.73;privateType;;0
68.00;3/3to3/2_1;378.80;13.04;7.00;0.00;2/3to3/3_1;5.10;0.00;tripinfo_car7;61.00;car7;0;760.40;33.37;privateType;;0
74.00;2/2to2/3_1;377.30;13.65;10.00;0.00;1/2to2/2_1;5.10;0.00;tripinfo_car10;64.00;car10;0;770.47;35.91;privateType;;0
82.00;0/1to0/2_1;377.30;13.87;51.00;0.00;0/1to0/2_1;5.10;0.00;tripinfo_car51;31.00;car51;0;372.20;17.34;privateType;;0
99.00;2/1to2/2_1;377.30;13.00;5.00;0.00;1/0to2/0_1;5.10;0.00;tripinfo_car5;94.00;car5;0;1157.85;51.72;privateType;;0
100.00;2/3to1/3_1;377.30;13.73;2.00;0.00;1/2to2/2_1;5.10;0.00;tripinfo_car2;98.00;car2;0;1171.40;55.69;privateType;;0
102.00;3/1to2/1_1;377.30;13.61;9.00;0.00;2/2to2/1_1;5.10;0.00;tripinfo_car9;93.00;car9;0;1139.09;51.58;privateType;;0
108.00;1/3to2/3_1;377.30;13.38;17.00;0.00;0/2to0/3_1;5.10;0.00;tripinfo_car17;91.00;car17;0;1160.40;49.16;privateType;;0
109.00;0/1to1/1_2;377.30;13.27;43.00;0.00;1/1to0/1_1;5.10;0.00;tripinfo_car43;66.00;car43;0;754.32;38.84;privateType;;0
109.00;1/3to1/2_1;377.30;13.42;46.00;0.00;2/3to1/3_1;5.10;0.00;tripinfo_car46;63.00;car46;0;757.85;35.26;privateType;;0
116.00;1/1to0/1_1;377.30;12.75;22.00;0.00;0/2to0/1_1;5.10;0.00;tripinfo_car22;94.00;car22;0;1139.97;52.17;privateType;;0
119.00;1/1to1/0_1;377.30;13.31;88.00;0.00;1/1to1/0_1;5.10;0.00;tripinfo_car88;31.00;car88;0;372.20;17.59;privateType;;0
126.00;1/2to0/2_2;377.30;13.80;33.00;0.00;0/3to0/2_1;5.10;0.00;tripinfo_car33;93.00;car33;0;1141.47;51.36;privateType;;0
127.00;2/0to1/0_1;377.30;13.34;20.00;0.00;1/1to1/0_0;12.10;0.00;tripinfo_bus1;107.00;bus1;0;1145.84;63.97;busType;;1
131.00;2/3to1/3_1;377.30;13.28;8.00;0.00;0/2to0/3_1;5.10;0.00;tripinfo_car8;123.00;car8;0;1540.11;67.31;privateType;;0
133.00;3/0to2/0_1;378.80;13.14;72.00;0.00;3/1to3/0_1;5.10;0.00;tripinfo_car72;61.00;car72;0;760.40;33.59;privateType;;0
134.00;2/1to1/1_0;377.30;17.81;0.00;0.00;0/2to0/1_0;12.10;0.00;tripinfo_bus0;134.00;bus0;0;1532.97;76.48;busType;;0
134.00;3/3to2/3_1;378.80;13.40;40.00;0.00;2/2to3/2_1;5.10;0.00;tripinfo_car40;94.00;car40;0;1177.30;51.62;privateType;;0
137.00;1/2to1/1_0;377.30;22.45;80.00;0.00;0/2to1/2_0;12.10;0.00;tripinfo_bus4;57.00;bus4;0;747.50;28.79;busType;;0
138.00;0/3to0/2_1;378.80;12.77;76.00;0.00;1/3to0/3_1;5.10;0.00;tripinfo_car76;62.00;car76;0;776.37;33.85;privateType;;0
138.00;1/1to1/2_1;377.30;13.87;47.00;0.00;1/1to1/0_1;5.10;0.00;tripinfo_car47;91.00;car47;0;1154.32;49.52;privateType;;0
142.00;2/3to3/3_0;378.80;26.59;40.00;0.00;2/2to2/1_0;12.10;0.00;tripinfo_bus2;102.00;bus2;0;1528.71;45.18;busType;;0
144.00;1/1to0/1_1;377.30;13.02;50.00;0.00;0/0to1/0_1;5.10;0.00;tripinfo_car50;94.00;car50;0;1144.12;51.73;privateType;;0
144.00;3/1to2/1_1;377.30;13.21;15.00;0.00;3/2to2/2_1;5.10;0.00;tripinfo_car15;129.00;car15;0;1537.36;73.21;privateType;;0
149.00;3/3to2/3_1;378.80;13.34;26.00;0.00;0/3to1/3_1;5.10;0.00;tripinfo_car26;123.00;car26;0;1556.20;67.03;privateType;;0
150.00;2/1to3/1_1;377.30;13.57;118.00;0.00;2/1to3/1_1;5.10;0.00;tripinfo_car118;32.00;car118;0;372.20;18.17;privateType;;0
151.00;3/3to3/2_1;378.80;12.98;29.00;1.00;0/3to1/3_1;5.10;0.00;tripinfo_car28;122.00;car28;0;1561.90;65.54;privateType;;0
159.00;0/2to0/1_1;377.30;13.77;20.00;0.00;1/2to2/2_1;5.10;0.00;tripinfo_car20;139.00;car20;0;1555.25;82.75;privateType;;8
161.00;1/3to1/2_2;377.30;13.16;67.00;0.00;1/3to2/3_1;5.10;0.00;tripinfo_car67;94.00;car67;0;1137.56;52.49;privateType;;0
161.00;1/2to2/2_1;377.30;12.83;66.00;0.00;2/1to2/2_1;5.10;0.00;tripinfo_car66;95.00;car66;0;1139.09;53.18;privateType;;0
162.00;1/1to0/1_1;377.30;12.92;78.00;0.00;2/1to1/1_1;5.10;0.00;tripinfo_car78;84.00;car78;0;772.20;55.96;privateType;;16
163.00;3/3to3/2_1;378.80;12.85;13.00;0.00;0/2to0/3_1;5.10;0.00;tripinfo_car13;150.00;car13;0;1948.60;79.89;privateType;;0
164.00;3/2to3/1_1;377.30;12.67;4.00;0.00;2/1to2/2_1;5.10;0.00;tripinfo_car4;160.00;car4;0;1917.32;90.48;privateType;;1
166.00;1/2to1/1_1;377.30;13.53;70.00;2.00;2/1to2/2_1;5.10;0.00;tripinfo_car68;96.00;car68;0;1155.24;53.74;privateType;;0
167.00;0/2to1/2_1;377.30;13.41;105.00;0.00;1/2to0/2_1;5.10;0.00;tripinfo_car105;62.00;car105;0;754.32;34.51;privateType;;0
168.00;2/0to2/1_1;377.30;13.69;41.00;0.00;2/1to1/1_1;5.10;0.00;tripinfo_car41;127.00;car41;0;1557.05;70.41;privateType;;0
168.00;1/2to1/3_1;377.30;13.26;25.00;0.00;2/2to1/2_1;5.10;0.00;tripinfo_car25;143.00;car25;0;1552.59;86.86;privateType;;13
168.00;0/1to1/1_1;377.30;4.49;1.00;0.00;1/0to0/0_1;5.10;0.00;tripinfo_car1;167.00;car1;0;1925.76;97.24;privateType;;8
169.00;1/2to2/2_1;377.30;13.22;3.00;0.00;3/0to3/1_1;5.10;0.00;tripinfo_car3;166.00;car3;0;1941.47;95.61;privateType;;5
169.00;1/1to2/1_1;377.30;13.09;12.00;0.00;1/3to2/3_1;5.10;0.00;tripinfo_car12;157.00;car12;0;1922.33;86.91;privateType;;0
174.00;1/2to0/2_1;377.30;13.52;38.00;0.00;3/1to3/2_1;5.10;0.00;tripinfo_car38;136.00;car38;0;1557.85;79.51;privateType;;6
176.00;1/3to0/3_1;378.80;13.08;52.00;0.00;1/0to1/1_1;5.10;0.00;tripinfo_car52;124.00;car52;0;1574.63;67.33;privateType;;0
181.00;3/3to2/3_1;378.80;13.24;119.00;0.00;2/3to3/3_1;5.10;0.00;tripinfo_car119;62.00;car119;0;754.70;34.63;privateType;;0
183.00;3/1to3/2_1;377.30;13.53;151.00;4.00;3/1to3/2_1;5.10;0.00;tripinfo_car147;32.00;car147;0;372.20;18.20;privateType;;0
184.00;1/1to1/0_1;377.30;13.75;0.00;0.00;0/3to1/3_1;5.10;0.00;tripinfo_car0;184.00;car0;0;2339.06;99.26;privateType;;0
185.00;1/2to0/2_1;377.30;12.92;90.00;0.00;0/3to0/2_1;5.10;0.00;tripinfo_car90;95.00;car90;0;1141.47;53.42;privateType;;0
186.00;2/2to1/2_2;377.30;13.82;55.00;0.00;0/1to1/1_1;5.10;0.00;tripinfo_car55;131.00;car55;0;1555.24;74.56;privateType;;1
188.00;3/0to2/0_2;378.80;13.09;34.00;2.00;1/0to0/0_1;5.10;0.00;tripinfo_car32;154.00;car32;0;1937.69;83.83;privateType;;0
189.00;1/1to2/1_1;377.30;13.23;96.00;2.00;1/3to1/2_1;5.10;0.00;tripinfo_car94;93.00;car94;0;1156.97;50.59;privateType;;0
192.00;2/2to2/1_1;377.30;13.19;36.00;0.00;1/3to2/3_1;5.10;0.00;tripinfo_car36;156.00;car36;0;1940.35;85.34;privateType;;0
192.00;2/2to2/1_2;377.30;13.29;100.00;0.00;2/0to2/1_1;5.10;0.00;tripinfo_car100;92.00;car100;0;1151.91;50.42;privateType;;0
195.00;2/2to2/1_1;377.30;13.23;65.00;0.00;1/2to1/1_1;5.10;0.00;tripinfo_car65;130.00;car65;0;1534.95;74.31;privateType;;0
195.00;3/1to3/2_1;377.30;12.66;35.00;0.00;2/0to2/1_1;5.10;0.00;tripinfo_car35;160.00;car35;0;1940.02;89.47;privateType;;0
195.00;2/3to2/2_1;377.30;13.07;70.00;0.00;3/1to3/2_1;5.10;0.00;tripinfo_car70;125.00;car70;0;1562.02;68.36;privateType;;0
198.00;3/2to3/3_2;378.80;13.47;136.00;1.00;3/3to3/2_1;5.10;0.00;tripinfo_car135;62.00;car135;0;754.91;34.82;privateType;;0
198.00;0/1to0/0_1;378.80;12.72;21.00;0.00;2/1to3/1_1;5.10;0.00;tripinfo_car21;177.00;car21;0;1956.75;106.35;privateType;;13
198.00;3/2to3/3_1;378.80;12.95;29.00;0.00;0/1to1/1_1;5.10;0.00;tripinfo_car29;169.00;car29;0;1974.63;97.72;privateType;;4
