tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
290.00;7/1to7/2_0;377.30;27.28;183.00;0.00;6/1to6/0_0;5.10;0.00;tripinfo_183;107.00;183;0;1558.78;49.83;privateType;;0
294.00;3/6to4/6_1;377.30;13.71;230.00;0.00;3/7to3/6_0;5.10;0.00;tripinfo_230;64.00;230;0;756.97;36.07;privateType;;0
295.00;7/1to8/1_0;377.30;27.41;221.00;1.00;5/1to6/1_0;5.10;0.00;tripinfo_220;74.00;220;0;1172.20;31.87;privateType;;4
298.00;5/2to4/2_1;377.30;13.53;74.00;0.00;9/3to8/3_0;5.10;0.00;tripinfo_74;224.00;74;0;3137.36;110.80;privateType;;0
301.00;4/2to3/2_1;377.30;12.64;78.00;0.00;1/3to0/3_0;5.10;0.00;tripinfo_78;223.00;78;0;2740.90;124.07;privateType;;5
301.00;4/1to4/2_0;377.30;27.73;114.00;0.00;8/0to7/0_0;5.10;0.00;tripinfo_114;187.00;114;0;3137.56;73.27;privateType;;0
303.00;0/0to0/1_1;378.80;13.26;40.00;0.00;2/4to2/3_0;5.10;0.00;tripinfo_40;263.00;40;0;3520.60;135.78;privateType;;0
304.00;3/6to4/6_0;377.30;15.08;106.00;0.00;5/5to4/5_0;5.10;0.00;tripinfo_106;198.00;106;0;2319.48;113.90;privateType;;7
305.00;6/4to5/4_1;377.30;13.52;56.00;0.00;9/8to9/7_0;5.10;0.00;tripinfo_56;249.00;56;0;3937.56;106.69;privateType;;0
307.00;6/8to5/8_1;377.30;12.87;157.00;0.00;6/6to6/5_0;5.10;0.00;tripinfo_157;150.00;157;0;1936.68;79.66;privateType;;0
309.00;8/8to8/9_0;377.30;27.50;70.00;0.00;0/7to1/7_0;5.10;0.00;tripinfo_70;239.00;70;0;3970.47;95.85;privateType;;0
