tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
68.00;2/7to2/6_0;377.30;27.72;18.00;0.00;2/9to2/8_0;5.10;0.00;tripinfo_18;50.00;18;0;1172.20;7.79;privateType;;0
88.00;4/1to5/1_1;377.30;13.85;26.00;0.00;5/1to4/1_0;5.10;0.00;tripinfo_26;62.00;26;0;754.32;34.75;privateType;;0
109.00;5/9to5/8_0;377.30;26.74;88.00;0.00;5/9to5/8_0;5.10;0.00;tripinfo_88;21.00;88;0;372.20;6.85;privateType;;0
133.00;1/1to1/0_1;377.30;12.85;8.00;0.00;0/1to0/0_0;5.10;0.00;tripinfo_8;125.00;8;0;1541.73;68.84;privateType;;0
146.00;8/7to7/7_1;377.30;13.79;53.00;0.00;8/5to8/6_0;5.10;0.00;tripinfo_53;93.00;53;0;1156.97;50.80;privateType;;0
161.00;3/2to3/1_0;377.30;27.10;10.00;0.00;5/3to5/4_0;5.10;0.00;tripinfo_10;151.00;10;0;2355.24;65.11;privateType;;0
163.00;4/7to4/6_1;377.30;12.75;39.00;0.00;5/5to5/6_0;5.10;0.00;tripinfo_39;124.00;39;0;1555.24;67.61;privateType;;0
163.00;5/8to6/8_1;377.30;12.62;13.00;0.00;8/9to7/9_0;5.10;0.00;tripinfo_13;150.00;13;0;1942.62;79.25;privateType;;0
181.00;3/7to3/8_1;377.30;13.75;0.00;0.00;0/5to1/5_0;12.10;0.00;tripinfo_bus0;181.00;bus0;0;2344.04;93.76;busType;;4
185.00;4/9to5/9_0;377.30;26.73;20.00;0.00;2/5to2/6_0;12.10;0.00;tripinfo_bus1;165.00;bus1;2;2728.07;63.62;busType;;4
189.00;1/9to0/9_0;378.80;27.14;43.00;0.00;1/7to1/6_0;5.10;0.00;tripinfo_43;146.00;43;0;1954.34;75.22;privateType;;0
191.00;0/2to0/1_0;377.30;27.45;63.00;0.00;1/7to0/7_0;5.10;0.00;tripinfo_63;128.00;63;0;2773.13;28.13;privateType;;0
193.00;3/5to3/6_0;377.30;27.73;5.00;0.00;2/0to1/0_0;5.10;0.00;tripinfo_5;188.00;5;0;3537.56;59.98;privateType;;0
199.00;4/8to4/7_0;377.30;26.64;163.00;0.00;4/9to4/8_0;5.10;0.00;tripinfo_163;36.00;163;0;772.20;8.09;privateType;;0
201.00;1/6to1/5_0;377.30;26.67;42.00;0.00;2/9to3/9_0;5.10;0.00;tripinfo_42;159.00;42;0;2737.56;59.22;privateType;;0
205.00;2/2to2/1_0;377.30;26.66;132.00;0.00;3/3to2/3_0;5.10;0.00;tripinfo_132;73.00;132;0;1170.47;30.69;privateType;;0
206.00;4/8to5/8_0;377.30;27.33;3.00;0.00;3/4to3/5_0;5.10;0.00;tripinfo_3;203.00;3;0;3139.09;89.15;privateType;;0
214.00;8/4to7/4_1;377.30;12.75;22.00;0.00;9/4to9/5_0;5.10;0.00;tripinfo_22;192.00;22;0;2323.01;107.43;privateType;;0
219.00;8/1to7/1_1;377.30;13.76;121.00;1.00;6/1to7/1_0;12.10;0.00;tripinfo_bus6;98.00;bus6;0;1147.32;55.02;busType;;0
224.00;2/8to2/9_0;377.30;27.71;65.00;0.00;2/5to1/5_0;5.10;0.00;tripinfo_65;159.00;65;0;2352.59;73.77;privateType;;0
226.00;1/6to2/6_0;377.30;27.89;86.00;0.00;1/4to1/5_0;5.10;0.00;tripinfo_86;140.00;86;0;1939.09;69.39;privateType;;0
227.00;5/4to4/4_1;377.30;13.03;90.00;0.00;5/0to5/1_0;5.10;0.00;tripinfo_90;137.00;90;0;1956.97;66.17;privateType;;0
229.00;5/6to4/6_1;377.30;12.46;11.00;0.00;4/3to3/3_0;5.10;0.00;tripinfo_11;218.00;11;0;2737.36;118.98;privateType;;0
229.00;7/0to8/0_0;377.30;27.89;100.00;0.00;5/1to4/1_0;5.10;0.00;tripinfo_100;129.00;100;0;2371.40;43.85;privateType;;0
230.00;8/1to8/2_1;377.30;13.62;76.00;0.00;6/3to6/2_0;5.10;0.00;tripinfo_76;154.00;76;0;1955.24;82.85;privateType;;0
233.00;1/4to0/4_0;377.30;27.42;51.00;0.00;3/2to3/1_0;5.10;0.00;tripinfo_51;182.00;51;0;2736.68;82.57;privateType;;0
233.00;6/1to7/1_0;377.30;27.43;64.00;0.00;4/2to4/3_0;5.10;0.00;tripinfo_64;169.00;64;0;2336.68;84.20;privateType;;0
235.00;5/3to5/2_0;377.30;27.73;55.00;0.00;7/5to7/4_0;5.10;0.00;tripinfo_55;180.00;55;0;2734.95;80.52;privateType;;0
238.00;5/5to5/6_0;377.30;26.84;41.00;0.00;1/1to2/1_0;5.10;0.00;tripinfo_41;197.00;41;0;3570.47;68.20;privateType;;0
238.00;7/1to8/1_0;377.30;26.67;58.00;0.00;4/2to4/3_0;5.10;0.00;tripinfo_58;180.00;58;0;2736.68;80.33;privateType;;0
239.00;1/5to1/4_1;377.30;13.32;27.00;0.00;2/2to1/2_0;5.10;0.00;tripinfo_27;212.00;27;0;2732.30;113.65;privateType;;0
240.00;7/9to6/9_0;377.30;20.26;54.00;0.00;4/9to4/8_0;5.10;0.00;tripinfo_54;186.00;54;0;2356.17;100.88;privateType;;0
244.00;6/0to6/1_1;377.30;13.07;87.00;0.00;7/1to8/1_0;5.10;0.00;tripinfo_87;157.00;87;0;1934.71;87.54;privateType;;0
248.00;2/6to2/7_1;377.30;13.31;30.00;0.00;4/8to4/7_0;5.10;0.00;tripinfo_30;218.00;30;0;2714.66;119.81;privateType;;0
248.00;7/6to6/6_1;377.30;12.72;108.00;0.00;3/6to4/6_0;5.10;0.00;tripinfo_108;140.00;108;0;1954.32;69.78;privateType;;0
249.00;6/1to6/0_0;377.30;27.86;69.00;0.00;5/6to6/6_0;5.10;0.00;tripinfo_69;180.00;69;0;3550.18;52.27;privateType;;0
249.00;4/1to4/0_2;377.30;13.25;6.00;0.00;3/7to3/6_0;5.10;0.00;tripinfo_6;243.00;6;0;3938.49;100.78;privateType;;0
258.00;7/4to7/5_0;377.30;27.00;61.00;0.00;9/0to8/0_0;5.10;0.00;tripinfo_61;197.00;61;0;3539.06;69.11;privateType;;0
259.00;0/4to1/4_1;377.30;13.00;104.00;0.00;3/3to3/4_0;5.10;0.00;tripinfo_104;155.00;104;0;1939.09;84.50;privateType;;0
259.00;1/7to0/7_0;377.30;27.36;57.00;0.00;7/7to8/7_0;5.10;0.00;tripinfo_57;202.00;57;0;3554.32;74.03;privateType;;0
260.00;4/5to5/5_0;377.30;27.07;149.00;0.00;4/6to3/6_0;5.10;0.00;tripinfo_149;111.00;149;0;1555.24;54.18;privateType;;0
261.00;5/3to5/4_1;377.30;13.70;23.00;0.00;2/1to2/2_0;5.10;0.00;tripinfo_23;238.00;23;0;3137.36;124.74;privateType;;0
262.00;2/2to2/1_1;377.30;12.73;62.00;0.00;1/5to1/4_0;5.10;0.00;tripinfo_62;200.00;62;0;2734.95;101.17;privateType;;0
262.00;4/8to5/8_0;377.30;26.62;120.00;0.00;4/4to4/3_0;5.10;0.00;tripinfo_120;142.00;120;1;2734.21;43.44;privateType;;0
262.00;6/1to6/0_0;377.30;27.37;91.00;0.00;7/4to7/3_0;5.10;0.00;tripinfo_91;171.00;91;0;2734.95;71.58;privateType;;4
265.00;2/7to2/8_1;377.30;13.44;7.00;0.00;4/3to4/4_0;5.10;0.00;tripinfo_7;258.00;7;0;3537.36;130.48;privateType;;0
265.00;1/8to0/8_0;377.30;27.09;14.00;0.00;2/0to2/1_0;5.10;0.00;tripinfo_14;251.00;14;0;3956.97;108.45;privateType;;0
266.00;5/8to5/7_1;377.30;13.75;204.00;5.00;5/7to5/8_0;5.10;0.00;tripinfo_199;62.00;199;0;751.91;34.75;privateType;;0
268.00;4/5to4/4_1;377.30;13.40;50.00;0.00;6/3to7/3_0;5.10;0.00;tripinfo_50;218.00;50;0;2753.51;118.64;privateType;;0
268.00;2/2to2/3_1;377.30;13.17;112.00;0.00;1/3to1/4_0;5.10;0.00;tripinfo_112;156.00;112;0;1934.95;85.56;privateType;;0
269.00;8/1to8/0_1;377.30;13.57;4.00;0.00;2/0to2/1_0;5.10;0.00;tripinfo_4;265.00;4;0;3918.20;123.70;privateType;;0
270.00;3/8to3/7_1;377.30;13.32;24.00;0.00;1/5to0/5_0;5.10;0.00;tripinfo_24;246.00;24;0;3132.30;133.01;privateType;;1
272.00;1/6to0/6_1;377.30;13.74;36.00;0.00;2/8to2/9_0;5.10;0.00;tripinfo_36;236.00;36;0;3123.26;122.58;privateType;;0
272.00;6/2to7/2_1;377.30;13.64;178.00;0.00;6/2to6/3_0;5.10;0.00;tripinfo_178;94.00;178;0;1136.68;52.49;privateType;;0
273.00;9/1to8/1_1;377.30;12.78;98.00;0.00;4/1to5/1_0;5.10;0.00;tripinfo_98;175.00;98;0;2354.32;90.06;privateType;;0
274.00;2/0to1/0_1;377.30;12.74;29.00;0.00;3/2to3/3_0;5.10;0.00;tripinfo_29;245.00;29;0;3135.88;131.59;privateType;;0
274.00;3/0to3/1_1;377.30;13.55;59.00;0.00;5/2to5/3_0;5.10;0.00;tripinfo_59;215.00;59;0;2737.36;115.93;privateType;;0
275.00;6/6to6/7_1;377.30;12.69;66.00;0.00;2/6to2/7_0;5.10;0.00;tripinfo_66;209.00;66;0;2734.95;110.21;privateType;;0
275.00;7/0to7/1_0;377.30;25.80;93.00;0.00;6/2to6/3_0;5.10;0.00;tripinfo_93;182.00;93;0;2338.49;96.76;privateType;;0
276.00;0/0to1/0_0;378.80;27.64;143.00;0.00;1/2to1/3_0;5.10;0.00;tripinfo_143;133.00;143;0;2362.07;47.28;privateType;;0
277.00;1/7to2/7_1;377.30;12.75;15.00;0.00;3/2to3/1_0;5.10;0.00;tripinfo_15;262.00;15;0;3918.80;120.53;privateType;;0
279.00;0/7to1/7_0;377.30;26.60;152.00;0.00;0/8to1/8_0;5.10;0.00;tripinfo_152;127.00;152;0;1540.90;70.85;privateType;;2
280.00;8/9to8/8_1;377.30;13.07;125.00;0.00;7/8to7/7_0;5.10;0.00;tripinfo_125;155.00;125;0;1937.36;84.88;privateType;;0
280.00;7/2to6/2_1;377.30;13.49;82.00;0.00;6/8to6/7_0;5.10;0.00;tripinfo_82;198.00;82;0;3139.09;84.58;privateType;;0
280.00;3/6to3/5_1;377.30;12.82;33.00;0.00;0/1to1/1_0;5.10;0.00;tripinfo_33;247.00;33;0;3550.18;119.34;privateType;;0
281.00;0/8to0/9_0;378.80;27.05;107.00;0.00;1/4to0/4_0;5.10;0.00;tripinfo_107;174.00;107;0;3154.34;60.53;privateType;;0
281.00;8/1to9/1_0;377.30;27.85;32.00;0.00;5/5to4/5_0;5.10;0.00;tripinfo_32;249.00;32;0;3955.24;106.44;privateType;;0
284.00;1/4to1/3_0;377.30;27.60;16.00;0.00;9/9to8/9_0;5.10;0.00;tripinfo_16;268.00;16;0;5559.35;67.12;privateType;;0
285.00;3/2to2/2_0;377.30;27.17;60.00;0.00;5/7to6/7_0;5.10;0.00;tripinfo_60;225.00;60;2;3934.89;82.95;privateType;;0
287.00;7/6to7/5_1;377.30;13.57;80.00;0.00;9/2to9/3_0;12.10;0.00;tripinfo_bus4;207.00;bus4;2;2716.19;105.11;busType;;0
288.00;6/6to6/7_1;377.30;13.01;48.00;0.00;4/3to4/4_0;5.10;0.00;tripinfo_48;240.00;48;0;3137.36;126.83;privateType;;0
290.00;3/6to2/6_0;377.30;27.25;67.00;0.00;4/1to5/1_0;5.10;0.00;tripinfo_67;223.00;67;0;3555.24;94.61;privateType;;0
291.00;6/3to6/2_0;377.30;27.62;123.00;0.00;7/7to7/8_0;5.10;0.00;tripinfo_123;168.00;123;0;3155.24;54.09;privateType;;0
292.00;4/2to3/2_1;377.30;12.68;78.00;0.00;1/3to0/3_0;5.10;0.00;tripinfo_78;214.00;78;0;2740.90;114.83;privateType;;0
293.00;3/6to4/6_1;377.30;13.57;230.00;0.00;3/7to3/6_0;5.10;0.00;tripinfo_230;63.00;230;0;756.97;35.09;privateType;;0
294.00;6/4to5/4_0;377.30;27.38;56.00;0.00;9/8to9/7_0;5.10;0.00;tripinfo_56;238.00;56;0;3937.56;95.68;privateType;;1
295.00;7/1to7/2_0;377.30;26.69;183.00;0.00;6/1to6/0_0;5.10;0.00;tripinfo_183;112.00;183;0;1558.78;55.28;privateType;;0
297.00;3/6to4/6_1;377.30;13.84;106.00;0.00;5/5to4/5_0;5.10;0.00;tripinfo_106;191.00;106;0;2319.48;107.17;privateType;;1
297.00;7/1to8/1_0;377.30;20.23;221.00;1.00;5/1to6/1_0;5.10;0.00;tripinfo_220;76.00;220;0;1172.20;33.61;privateType;;2
299.00;5/2to4/2_1;377.30;13.72;74.00;0.00;9/3to8/3_0;5.10;0.00;tripinfo_74;225.00;74;0;3137.36;111.79;privateType;;0
302.00;4/1to4/2_0;377.30;26.65;114.00;0.00;8/0to7/0_0;5.10;0.00;tripinfo_114;188.00;114;0;3137.56;73.90;privateType;;0
307.00;0/0to0/1_1;378.80;13.58;40.00;0.00;2/4to2/3_0;5.10;0.00;tripinfo_40;267.00;40;0;3520.60;139.68;privateType;;0
309.00;8/8to8/9_0;377.30;27.42;70.00;0.00;0/7to1/7_0;5.10;0.00;tripinfo_70;239.00;70;0;3970.47;96.19;privateType;;0
312.00;6/8to5/8_2;377.30;13.63;161.00;4.00;6/6to6/5_0;5.10;0.00;tripinfo_157;151.00;157;0;1936.68;80.68;privateType;;0
313.00;9/0to9/1_1;378.80;13.77;31.00;0.00;4/9to5/9_0;5.10;0.00;tripinfo_31;282.00;31;0;5942.90;68.59;privateType;;0
314.00;5/2to5/3_1;377.30;13.71;156.00;0.00;4/3to5/3_0;5.10;0.00;tripinfo_156;158.00;156;0;1935.63;87.56;privateType;;0
314.00;3/7to4/7_1;377.30;13.41;28.00;0.00;5/3to4/3_0;5.10;0.00;tripinfo_28;286.00;28;2;3519.48;158.72;privateType;;0
314.00;4/2to5/2_0;377.30;27.16;77.00;0.00;0/0to1/0_0;5.10;0.00;tripinfo_77;237.00;77;0;3526.24;108.60;privateType;;3
315.00;4/5to3/5_1;377.30;13.56;140.00;0.00;0/4to1/4_0;5.10;0.00;tripinfo_140;175.00;140;0;2355.24;89.56;privateType;;0
316.00;5/8to5/7_1;377.30;13.81;221.00;0.00;5/8to6/8_0;5.10;0.00;tripinfo_221;95.00;221;0;1152.59;53.26;privateType;;0
317.00;7/5to8/5_0;377.30;27.13;101.00;0.00;6/0to6/1_0;5.10;0.00;tripinfo_101;216.00;101;0;3539.09;87.77;privateType;;0
318.00;3/7to3/6_0;377.30;26.68;128.00;0.00;9/9to8/9_0;5.10;0.00;tripinfo_128;190.00;128;0;3559.35;61.46;privateType;;0
320.00;5/8to6/8_1;377.30;13.65;102.00;0.00;7/6to6/6_0;5.10;0.00;tripinfo_102;218.00;102;0;2719.48;119.50;privateType;;0
320.00;5/2to5/1_0;377.30;27.59;194.00;0.00;6/3to6/4_0;5.10;0.00;tripinfo_194;126.00;194;0;1955.24;55.35;privateType;;0
321.00;6/4to6/5_1;377.30;13.61;127.00;0.00;4/5to3/5_0;5.10;0.00;tripinfo_127;194.00;127;0;2353.51;109.01;privateType;;4
322.00;8/7to8/8_0;377.30;26.89;12.00;0.00;0/1to1/1_0;5.10;0.00;tripinfo_12;310.00;12;0;5970.47;95.12;privateType;;0
323.00;5/5to6/5_1;377.30;13.05;167.00;0.00;5/7to6/7_0;5.10;0.00;tripinfo_167;156.00;167;0;1937.36;85.57;privateType;;0
325.00;9/3to9/4_0;377.30;26.96;9.00;0.00;3/6to3/7_0;5.10;0.00;tripinfo_9;316.00;9;0;4737.61;145.07;privateType;;0
326.00;8/6to8/5_1;377.30;13.10;170.00;0.00;9/5to9/4_0;5.10;0.00;tripinfo_170;156.00;170;0;1935.83;85.72;privateType;;0
327.00;6/5to6/6_1;377.30;13.84;191.00;0.00;6/6to5/6_0;5.10;0.00;tripinfo_191;136.00;191;0;1553.51;79.52;privateType;;3
327.00;8/0to9/0_0;378.80;26.77;126.00;2.00;5/4to4/4_0;5.10;0.00;tripinfo_124;201.00;124;0;3972.90;57.90;privateType;;0
