tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
518.00;601_2;174.53;11.16;406.00;0.00;138_0;5.10;0.00;tripinfo_406;112.00;406;0;1300.52;16.53;privateType;;0
520.00;-123_2;129.57;13.15;438.00;0.00;-326_0;5.10;0.00;tripinfo_438;82.00;438;0;929.88;12.71;privateType;;0
521.00;601_2;174.53;12.66;313.00;0.00;837_0;5.10;0.00;tripinfo_313;208.00;313;3;2391.49;31.91;privateType;;1
522.00;-625_2;115.42;13.75;431.00;0.00;17_0;5.10;0.00;tripinfo_431;91.00;431;0;1072.17;13.41;privateType;;0
522.00;319_2;192.54;13.48;424.00;0.00;-570_0;5.10;0.00;tripinfo_424;98.00;424;2;1182.00;12.63;privateType;;0
525.00;17_2;188.68;12.64;436.00;0.00;326_0;5.10;0.00;tripinfo_436;89.00;436;0;795.39;29.55;privateType;;15
525.00;504_0;200.75;13.81;420.00;0.00;-623_0;12.10;0.00;tripinfo_bus21;105.00;bus21;3;1277.94;11.24;busType;;0
526.00;-623_0;148.58;13.54;512.00;0.00;-623_0;5.10;0.00;tripinfo_512;14.00;512;0;143.48;3.12;privateType;;0
526.00;-349_2;149.39;13.70;420.00;0.00;679_0;5.10;0.00;tripinfo_420;106.00;420;0;1121.43;23.16;privateType;;8
527.00;-381_0;84.56;13.23;441.00;0.00;336_0;5.10;0.00;tripinfo_441;86.00;441;0;928.25;17.43;privateType;;2
527.00;348_1;127.93;13.81;421.00;0.00;696_0;5.10;0.00;tripinfo_421;106.00;421;0;1126.51;23.41;privateType;;2
527.00;383_0;144.37;13.06;506.00;0.00;-381_0;5.10;0.00;tripinfo_506;21.00;506;0;240.71;3.32;privateType;;0
527.00;210_2;103.97;12.71;456.00;0.00;614_0;5.10;0.00;tripinfo_456;71.00;456;0;807.28;12.27;privateType;;0
529.00;-618_2;137.47;13.00;402.00;0.00;-1027_0;5.10;0.00;tripinfo_402;127.00;402;0;1556.73;12.86;privateType;;0
531.00;-601_1;174.53;13.41;457.00;0.00;-612_0;5.10;0.00;tripinfo_457;74.00;457;0;856.48;11.07;privateType;;0
536.00;349_2;149.39;13.62;380.00;0.00;-588_0;5.10;0.00;tripinfo_380;156.00;380;0;1659.08;34.73;privateType;;4
539.00;696_0;88.66;12.70;419.00;0.00;-730_0;5.10;0.00;tripinfo_419;120.00;419;2;1224.30;29.13;privateType;;5
539.00;569_1;176.00;13.44;505.00;0.00;-535_0;5.10;0.00;tripinfo_505;34.00;505;0;369.05;7.26;privateType;;0
541.00;344_0;101.66;13.63;460.00;0.00;-1057_0;12.10;0.00;tripinfo_bus23;81.00;bus23;2;974.79;10.50;busType;;0
541.00;379_2;132.76;13.58;428.00;0.00;116_0;5.10;0.00;tripinfo_428;113.00;428;0;1255.79;21.17;privateType;;3
542.00;-336_1;84.01;13.21;357.00;0.00;119_0;5.10;0.00;tripinfo_357;185.00;357;0;1269.29;89.78;privateType;;49
542.00;-1033_2;97.11;12.86;151.00;0.00;338_0;5.10;0.00;tripinfo_151;391.00;151;0;1814.04;258.26;privateType;;224
544.00;734_1;194.90;13.57;500.00;0.00;625_0;12.10;0.00;tripinfo_bus25;44.00;bus25;0;307.94;19.76;busType;;3
545.00;-15_0;145.65;13.67;360.00;0.00;123_0;12.10;0.00;tripinfo_bus18;185.00;bus18;1;1047.32;108.91;busType;;70
545.00;-3_2;202.42;12.99;362.00;0.00;-326_0;5.10;0.00;tripinfo_362;183.00;362;0;884.83;117.90;privateType;;97
546.00;535_2;160.73;13.81;434.00;0.00;-333_0;5.10;0.00;tripinfo_434;112.00;434;0;1233.85;21.05;privateType;;3
548.00;642_1;211.90;13.13;486.00;0.00;-119_0;5.10;0.00;tripinfo_486;62.00;486;0;683.93;11.85;privateType;;0
549.00;608_0;165.75;13.50;455.00;0.00;696_0;5.10;0.00;tripinfo_455;94.00;455;0;1117.92;13.10;privateType;;0
550.00;1027_1;213.64;13.53;393.00;0.00;-517_0;5.10;0.00;tripinfo_393;157.00;393;0;1372.86;57.66;privateType;;20
550.00;25_2;190.16;12.76;425.00;0.00;-698_0;5.10;0.00;tripinfo_425;125.00;425;0;907.99;58.46;privateType;;41
552.00;344_2;101.66;13.76;460.00;0.00;-123_0;5.10;0.00;tripinfo_460;92.00;460;0;812.87;33.27;privateType;;12
552.00;1029_0;144.77;13.49;413.00;0.00;123_0;5.10;0.00;tripinfo_413;139.00;413;0;1134.84;56.58;privateType;;28
555.00;349_2;149.39;12.78;465.00;0.00;9_0;5.10;0.00;tripinfo_465;90.00;465;0;914.83;23.86;privateType;;2
555.00;9_2;177.83;13.31;482.00;0.00;679_0;5.10;0.00;tripinfo_482;73.00;482;0;561.47;29.70;privateType;;11
556.00;-1005_0;115.05;12.71;368.00;0.00;1033_0;5.10;0.00;tripinfo_368;188.00;368;1;1976.76;41.91;privateType;;14
558.00;-505_2;160.73;13.80;445.00;0.00;-381_0;5.10;0.00;tripinfo_445;113.00;445;0;1164.20;25.17;privateType;;2
559.00;121_1;187.32;13.40;430.00;0.00;383_0;5.10;0.00;tripinfo_430;129.00;430;0;1405.43;27.49;privateType;;7
560.00;9_2;177.83;11.79;211.00;2.00;-592_0;5.10;0.00;tripinfo_209;349.00;209;0;1234.03;258.10;privateType;;229
562.00;870_2;79.90;13.81;467.00;0.00;126_0;5.10;0.00;tripinfo_467;95.00;467;0;1117.09;14.53;privateType;;0
563.00;-9_1;177.83;5.56;473.00;0.00;333_0;5.10;0.00;tripinfo_473;90.00;473;0;840.14;26.61;privateType;;1
563.00;-618_2;137.47;13.41;452.00;0.00;601_0;5.10;0.00;tripinfo_452;111.00;452;0;1205.37;23.35;privateType;;3
564.00;505_0;160.73;12.77;381.00;0.00;-330_0;5.10;0.00;tripinfo_381;183.00;381;0;1291.18;87.73;privateType;;54
